immobile	http://purl.obolibrary.org/obo/PATO_0000300	mobile	http://purl.obolibrary.org/obo/PATO_0000299	xpo.owl,wbphenotype.owl,maxo.owl,hp.owl,pato.owl,mp.owl,ecto.owl,zp.owl,planp.owl
decreased resistance to	http://purl.obolibrary.org/obo/PATO_0001651	increased resistance to	http://purl.obolibrary.org/obo/PATO_0001650	wbphenotype.owl,maxo.owl,hp.owl,pato.owl,mp.owl,dpo.owl,phipo.owl
aligned with	http://purl.obolibrary.org/obo/PATO_0001653	misaligned with	http://purl.obolibrary.org/obo/PATO_0001654	hp.owl,pato.owl,mp.owl,zp.owl
decreased osmolarity	http://purl.obolibrary.org/obo/PATO_0001656	increased osmolarity	http://purl.obolibrary.org/obo/PATO_0001657	pato.owl,mp.owl
decreased solubility	http://purl.obolibrary.org/obo/PATO_0001664	increased solubility	http://purl.obolibrary.org/obo/PATO_0001663	pato.owl
decreased susceptibility toward	http://purl.obolibrary.org/obo/PATO_0001670	increased susceptibility toward	http://purl.obolibrary.org/obo/PATO_0001669	hp.owl,pato.owl,mp.owl
decreased distribution	http://purl.obolibrary.org/obo/PATO_0001672	increased distribution	http://purl.obolibrary.org/obo/PATO_0001671	xpo.owl,pato.owl,mp.owl,zp.owl
decreased efficiency	http://purl.obolibrary.org/obo/PATO_0001675	increased efficiency	http://purl.obolibrary.org/obo/PATO_0001676	pato.owl,mp.owl,zp.owl
efficient	http://purl.obolibrary.org/obo/PATO_0001678	inefficient	http://purl.obolibrary.org/obo/PATO_0001677	wbphenotype.owl,pato.owl,mp.owl,zp.owl
decreased magnetism	http://purl.obolibrary.org/obo/PATO_0001684	increased magnetism	http://purl.obolibrary.org/obo/PATO_0001683	pato.owl
magnetic	http://purl.obolibrary.org/obo/PATO_0001685	non-magnetic	http://purl.obolibrary.org/obo/PATO_0001686	pato.owl
decreased elevation	http://purl.obolibrary.org/obo/PATO_0001689	increased elevation	http://purl.obolibrary.org/obo/PATO_0001688	pato.owl,mp.owl,zp.owl
contractile	http://purl.obolibrary.org/obo/PATO_0001690	non-contractile	http://purl.obolibrary.org/obo/PATO_0001691	pato.owl,mp.owl,zp.owl
decreased viscosity	http://purl.obolibrary.org/obo/PATO_0001694	increased viscosity	http://purl.obolibrary.org/obo/PATO_0001693	pato.owl,mp.owl,zp.owl
decreased fecundity	http://purl.obolibrary.org/obo/PATO_0001696	increased fecundity	http://purl.obolibrary.org/obo/PATO_0001695	pato.owl,mp.owl,dpo.owl,zp.owl
decreased photosensitivity	http://purl.obolibrary.org/obo/PATO_0001697	increased photosensitivity	http://purl.obolibrary.org/obo/PATO_0001698	hp.owl,pato.owl,mp.owl,zp.owl
irregular sleep pattern	http://purl.obolibrary.org/obo/PATO_0001700	regular sleep pattern	http://purl.obolibrary.org/obo/PATO_0001699	pato.owl,mp.owl,zp.owl
behavioural active	http://purl.obolibrary.org/obo/PATO_0001707	behavioural inactive	http://purl.obolibrary.org/obo/PATO_0001706	wbphenotype.owl,hp.owl,pato.owl,mp.owl,zp.owl
decreased perimeter	http://purl.obolibrary.org/obo/PATO_0001713	increased perimeter	http://purl.obolibrary.org/obo/PATO_0001712	maxo.owl,hp.owl,pato.owl,mp.owl,zp.owl
decreased diameter	http://purl.obolibrary.org/obo/PATO_0001715	increased diameter	http://purl.obolibrary.org/obo/PATO_0001714	xpo.owl,fypo.owl,hp.owl,pato.owl,mp.owl,zp.owl
decreased female receptivity	http://purl.obolibrary.org/obo/PATO_0001724	increased female receptivity	http://purl.obolibrary.org/obo/PATO_0001723	pato.owl
decreased male receptivity	http://purl.obolibrary.org/obo/PATO_0001726	increased male receptivity	http://purl.obolibrary.org/obo/PATO_0001725	pato.owl
decreased radioactivity	http://purl.obolibrary.org/obo/PATO_0001743	increased radioactivity	http://purl.obolibrary.org/obo/PATO_0001742	pato.owl
paedomorphic growth	http://purl.obolibrary.org/obo/PATO_0001749	peramorphic growth	http://purl.obolibrary.org/obo/PATO_0001752	xpo.owl,wbphenotype.owl,pato.owl,mp.owl,zp.owl
female semi-fertile	http://purl.obolibrary.org/obo/PATO_0001760	female semi-sterile	http://purl.obolibrary.org/obo/PATO_0001763	pato.owl,dpo.owl,zp.owl
male semi-fertile	http://purl.obolibrary.org/obo/PATO_0001761	male semi-sterile	http://purl.obolibrary.org/obo/PATO_0001762	pato.owl,dpo.owl
decreased age	http://purl.obolibrary.org/obo/PATO_0001765	increased age	http://purl.obolibrary.org/obo/PATO_0001764	pato.owl,mp.owl,zp.owl
decreased flexibility	http://purl.obolibrary.org/obo/PATO_0001777	increased flexibility	http://purl.obolibrary.org/obo/PATO_0001776	pato.owl,mp.owl,zp.owl
decreased strength	http://purl.obolibrary.org/obo/PATO_0001779	increased strength	http://purl.obolibrary.org/obo/PATO_0001778	hp.owl,pato.owl,mp.owl,zp.owl
decreased intensity	http://purl.obolibrary.org/obo/PATO_0001783	increased intensity	http://purl.obolibrary.org/obo/PATO_0001782	hp.owl,pato.owl,mp.owl,zp.owl
decreased mass density	http://purl.obolibrary.org/obo/PATO_0001790	increased mass density	http://purl.obolibrary.org/obo/PATO_0001788	maxo.owl,hp.owl,pato.owl,mp.owl,zp.owl,pco.owl
decreased coiling	http://purl.obolibrary.org/obo/PATO_0001796	increased coiling	http://purl.obolibrary.org/obo/PATO_0001795	xpo.owl,wbphenotype.owl,hp.owl,pato.owl,mp.owl,zp.owl
decreased sensitivity to irradiation	http://purl.obolibrary.org/obo/PATO_0001807	increased sensitivity to irradiation	http://purl.obolibrary.org/obo/PATO_0001808	pato.owl,mp.owl,zp.owl
decreased fatigability	http://purl.obolibrary.org/obo/PATO_0001817	increased fatigability	http://purl.obolibrary.org/obo/PATO_0001816	hp.owl,pato.owl,mp.owl
non-progressive	http://purl.obolibrary.org/obo/PATO_0002026	progressive	http://purl.obolibrary.org/obo/PATO_0001818	wbphenotype.owl,maxo.owl,hp.owl,pato.owl,mp.owl,zp.owl
imperforate	http://purl.obolibrary.org/obo/PATO_0001821	perforate	http://purl.obolibrary.org/obo/PATO_0002112	fypo.owl,wbphenotype.owl,hp.owl,pato.owl,mp.owl,zp.owl,omp.owl
dry	http://purl.obolibrary.org/obo/PATO_0001824	wet	http://purl.obolibrary.org/obo/PATO_0001823	hp.owl,pato.owl,mp.owl
decreased wetness	http://purl.obolibrary.org/obo/PATO_0001826	increased wetness	http://purl.obolibrary.org/obo/PATO_0001825	pato.owl,mp.owl
decreased female fertility	http://purl.obolibrary.org/obo/PATO_0001830	increased female fertility	http://purl.obolibrary.org/obo/PATO_0001831	pato.owl,mp.owl,dpo.owl,zp.owl
decreased male fertility	http://purl.obolibrary.org/obo/PATO_0001833	increased male fertility	http://purl.obolibrary.org/obo/PATO_0001832	pato.owl,mp.owl,dpo.owl,zp.owl
decreased fertility	http://purl.obolibrary.org/obo/PATO_0001834	increased fertility	http://purl.obolibrary.org/obo/PATO_0001835	wbphenotype.owl,pato.owl,mp.owl,dpo.owl,zp.owl
decreased fluid flow	http://purl.obolibrary.org/obo/PATO_0001838	increased fluid flow	http://purl.obolibrary.org/obo/PATO_0001839	pato.owl,mp.owl,zp.owl
decreased acidity	http://purl.obolibrary.org/obo/PATO_0001843	increased acidity	http://purl.obolibrary.org/obo/PATO_0001844	pato.owl,mp.owl,zp.owl
decreased coordination	http://purl.obolibrary.org/obo/PATO_0001860	increased coordination	http://purl.obolibrary.org/obo/PATO_0001859	pato.owl,mp.owl,zp.owl
defasciculated	http://purl.obolibrary.org/obo/PATO_0001959	fasciculated	http://purl.obolibrary.org/obo/PATO_0001861	xpo.owl,pato.owl,mp.owl,fbbt.owl,zp.owl
hydrophilicity	http://purl.obolibrary.org/obo/PATO_0001886	hydrophobicity	http://purl.obolibrary.org/obo/PATO_0001884	pato.owl,mp.owl,zp.owl
hydrophilic	http://purl.obolibrary.org/obo/PATO_0001887	hydrophobic	http://purl.obolibrary.org/obo/PATO_0001885	pato.owl,mp.owl,zp.owl
decreased odor	http://purl.obolibrary.org/obo/PATO_0001892	increased odor	http://purl.obolibrary.org/obo/PATO_0001893	pato.owl
lumenized	http://purl.obolibrary.org/obo/PATO_0001897	unlumenized	http://purl.obolibrary.org/obo/PATO_0001896	pato.owl,mp.owl,zp.owl
decreased circumference	http://purl.obolibrary.org/obo/PATO_0001899	increased circumference	http://purl.obolibrary.org/obo/PATO_0001898	maxo.owl,hp.owl,pato.owl,mp.owl,zp.owl
back	http://purl.obolibrary.org/obo/PATO_0001901	front	http://purl.obolibrary.org/obo/PATO_0001900	pato.owl
decreased fluorescence	http://purl.obolibrary.org/obo/PATO_0001927	increased fluorescence	http://purl.obolibrary.org/obo/PATO_0001926	wbphenotype.owl,pato.owl,mp.owl,zp.owl
invariant shape	http://purl.obolibrary.org/obo/PATO_0001931	variant shape	http://purl.obolibrary.org/obo/PATO_0001930	wbphenotype.owl,pato.owl,mp.owl,zp.owl
decreased variability of size	http://purl.obolibrary.org/obo/PATO_0001957	increased variability of size	http://purl.obolibrary.org/obo/PATO_0001958	xpo.owl,hp.owl,pato.owl,mp.owl,zp.owl
has extra parts of type	http://purl.obolibrary.org/obo/PATO_0002002	has fewer parts of type	http://purl.obolibrary.org/obo/PATO_0002001	wbphenotype.owl,hp.owl,pato.owl,nbo.owl,ecto.owl,phipo.owl,xpo.owl,fypo.owl,maxo.owl,mp.owl,dpo.owl,zp.owl,omp.owl,planp.owl
concave 3-D shape	http://purl.obolibrary.org/obo/PATO_0002008	convex 3-D shape	http://purl.obolibrary.org/obo/PATO_0002007	xpo.owl,fypo.owl,wbphenotype.owl,hp.owl,cl.owl,pato.owl,mp.owl,zp.owl,omp.owl,planp.owl
decreased magnitude	http://purl.obolibrary.org/obo/PATO_0002018	increased magnitude	http://purl.obolibrary.org/obo/PATO_0002017	wbphenotype.owl,pato.owl,mp.owl,zp.owl
decreased osmolality	http://purl.obolibrary.org/obo/PATO_0002028	increased osmolality	http://purl.obolibrary.org/obo/PATO_0002029	pato.owl,mp.owl
biconcave	http://purl.obolibrary.org/obo/PATO_0002039	biconvex	http://purl.obolibrary.org/obo/PATO_0002040	hp.owl,cl.owl,pato.owl,mp.owl
decreased anterior-posterior diameter	http://purl.obolibrary.org/obo/PATO_0002042	increased anterior-posterior diameter	http://purl.obolibrary.org/obo/PATO_0002043	hp.owl,pato.owl,mp.owl,zp.owl
decreased occurrence	http://purl.obolibrary.org/obo/PATO_0002052	increased occurrence	http://purl.obolibrary.org/obo/PATO_0002051	xpo.owl,fypo.owl,wbphenotype.owl,maxo.owl,hp.owl,pato.owl,mp.owl,dpo.owl,zp.owl,omp.owl,phipo.owl
decreased fragility	http://purl.obolibrary.org/obo/PATO_0002056	increased fragility	http://purl.obolibrary.org/obo/PATO_0002055	wbphenotype.owl,hp.owl,pato.owl,mp.owl,zp.owl
decreased area	http://purl.obolibrary.org/obo/PATO_0002058	increased area	http://purl.obolibrary.org/obo/PATO_0002057	xpo.owl,pato.owl,mp.owl,zp.owl
stratified	http://purl.obolibrary.org/obo/PATO_0002068	unstratified	http://purl.obolibrary.org/obo/PATO_0002069	pato.owl,mp.owl,zp.owl
decreased affinity	http://purl.obolibrary.org/obo/PATO_0002072	increased affinity	http://purl.obolibrary.org/obo/PATO_0002071	cl.owl,pato.owl,mp.owl,zp.owl
decreased avidity	http://purl.obolibrary.org/obo/PATO_0002075	increased avidity	http://purl.obolibrary.org/obo/PATO_0002074	pato.owl
differentiated	http://purl.obolibrary.org/obo/PATO_0002099	undifferentiated	http://purl.obolibrary.org/obo/PATO_0002100	xpo.owl,pato.owl,mp.owl,zp.owl
edible	http://purl.obolibrary.org/obo/PATO_0002139	inedible	http://purl.obolibrary.org/obo/PATO_0002140	pato.owl
decreased radiopacity	http://purl.obolibrary.org/obo/PATO_0002145	increased radiopacity	http://purl.obolibrary.org/obo/PATO_0002144	pato.owl
increased virulence	http://purl.obolibrary.org/obo/PATO_0002148	reduced virulence	http://purl.obolibrary.org/obo/PATO_0002147	pato.owl,phipo.owl
aromatic	http://purl.obolibrary.org/obo/PATO_0002191	non-aromatic	http://purl.obolibrary.org/obo/PATO_0002192	pato.owl
negative charge	http://purl.obolibrary.org/obo/PATO_0002196	positive charge	http://purl.obolibrary.org/obo/PATO_0002195	pato.owl
dephosphorylated	http://purl.obolibrary.org/obo/PATO_0002263	phosphorylated	http://purl.obolibrary.org/obo/PATO_0002220	pato.owl
decreased phosphorylation	http://purl.obolibrary.org/obo/PATO_0002222	increased phosphorylation	http://purl.obolibrary.org/obo/PATO_0002221	pato.owl
decreased force	http://purl.obolibrary.org/obo/PATO_0002246	increased force	http://purl.obolibrary.org/obo/PATO_0002245	pato.owl,mp.owl,zp.owl,planp.owl
pigmented	http://purl.obolibrary.org/obo/PATO_0002248	unpigmented	http://purl.obolibrary.org/obo/PATO_0002249	xpo.owl,pato.owl,mp.owl,zp.owl,planp.owl
decreased pigmentation	http://purl.obolibrary.org/obo/PATO_0002251	increased pigmentation	http://purl.obolibrary.org/obo/PATO_0002250	xpo.owl,pato.owl,mp.owl,zp.owl,planp.owl
decreased accumulation	http://purl.obolibrary.org/obo/PATO_0002271	increased accumulation	http://purl.obolibrary.org/obo/PATO_0002270	hp.owl,pato.owl,mp.owl,zp.owl
decreased mobility	http://purl.obolibrary.org/obo/PATO_0002283	increased mobility	http://purl.obolibrary.org/obo/PATO_0002282	xpo.owl,maxo.owl,hp.owl,pato.owl,mp.owl,ecto.owl,zp.owl,planp.owl
decreased branchiness	http://purl.obolibrary.org/obo/PATO_0002286	increased branchiness	http://purl.obolibrary.org/obo/PATO_0002285	xpo.owl,pato.owl,mp.owl,zp.owl
decreased elasticity	http://purl.obolibrary.org/obo/PATO_0002288	increased elasticity	http://purl.obolibrary.org/obo/PATO_0002287	hp.owl,pato.owl,mp.owl,zp.owl
decreased cellular motility	http://purl.obolibrary.org/obo/PATO_0002297	increased cellular motility	http://purl.obolibrary.org/obo/PATO_0002298	mco.owl,hp.owl,pato.owl,mp.owl,zp.owl
decreased quality	http://purl.obolibrary.org/obo/PATO_0002301	increased quality	http://purl.obolibrary.org/obo/PATO_0002300	wbphenotype.owl,hp.owl,cl.owl,pato.owl,nbo.owl,ktao-merged.owl,ecto.owl,tso-merged.owl,phipo.owl,pco.owl,xpo.owl,fypo.owl,maxo.owl,mp.owl,dpo.owl,zp.owl,omp.owl,planp.owl
decreased process quality	http://purl.obolibrary.org/obo/PATO_0002302	increased process quality	http://purl.obolibrary.org/obo/PATO_0002304	wbphenotype.owl,hp.owl,pato.owl,nbo.owl,ecto.owl,tso-merged.owl,phipo.owl,pco.owl,xpo.owl,fypo.owl,maxo.owl,mp.owl,dpo.owl,zp.owl,omp.owl,planp.owl
decreased object quality	http://purl.obolibrary.org/obo/PATO_0002303	increased object quality	http://purl.obolibrary.org/obo/PATO_0002305	wbphenotype.owl,hp.owl,cl.owl,pato.owl,nbo.owl,ktao-merged.owl,ecto.owl,phipo.owl,pco.owl,xpo.owl,fypo.owl,maxo.owl,mp.owl,dpo.owl,zp.owl,omp.owl,planp.owl
hyperelliptic	http://purl.obolibrary.org/obo/PATO_0002322	hypoelliptic	http://purl.obolibrary.org/obo/PATO_0002321	pato.owl
decreased angle to	http://purl.obolibrary.org/obo/PATO_0002328	increased angle to	http://purl.obolibrary.org/obo/PATO_0002327	hp.owl,pato.owl,mp.owl,zp.owl
adhesive	http://purl.obolibrary.org/obo/PATO_0002331	non-adhesive	http://purl.obolibrary.org/obo/PATO_0002332	xpo.owl,pato.owl,mp.owl,zp.owl
decreased adhesivity	http://purl.obolibrary.org/obo/PATO_0002334	increased adhesivity	http://purl.obolibrary.org/obo/PATO_0002333	xpo.owl,pato.owl,mp.owl,zp.owl
active	http://purl.obolibrary.org/obo/PATO_0002354	inactive	http://purl.obolibrary.org/obo/PATO_0002355	pato.owl,zp.owl
decreased tendency	http://purl.obolibrary.org/obo/PATO_0002362	increased tendency	http://purl.obolibrary.org/obo/PATO_0002361	pato.owl,mp.owl,nbo.owl
inflated	http://purl.obolibrary.org/obo/PATO_0002376	uninflated	http://purl.obolibrary.org/obo/PATO_0002377	pato.owl,mp.owl,zp.owl
decreased waxiness	http://purl.obolibrary.org/obo/PATO_0002383	increased waxiness	http://purl.obolibrary.org/obo/PATO_0002382	pato.owl
decreased tolerance to	http://purl.obolibrary.org/obo/PATO_0002394	increased tolerance to	http://purl.obolibrary.org/obo/PATO_0002393	pato.owl
ornamented	http://purl.obolibrary.org/obo/PATO_0002441	unornamented	http://purl.obolibrary.org/obo/PATO_0002442	pato.owl
decreased velocity	http://purl.obolibrary.org/obo/PATO_0002472	increased velocity	http://purl.obolibrary.org/obo/PATO_0002471	pato.owl,mp.owl,zp.owl
anterodistal orientation	http://purl.obolibrary.org/obo/PATO_0002526	anterodorsal orientation	http://purl.obolibrary.org/obo/PATO_0002491	pato.owl
distal orientation	http://purl.obolibrary.org/obo/PATO_0002494	dorsal orientation	http://purl.obolibrary.org/obo/PATO_0002495	pato.owl,zp.owl
posterodistal orientation	http://purl.obolibrary.org/obo/PATO_0002527	posterodorsal orientation	http://purl.obolibrary.org/obo/PATO_0002504	pato.owl
complete structure	http://purl.obolibrary.org/obo/PATO_0005012	incomplete structure	http://purl.obolibrary.org/obo/PATO_0005013	xpo.owl,fypo.owl,pato.owl,mp.owl,zp.owl,omp.owl
decreased efficacy	http://purl.obolibrary.org/obo/PATO_0015003	increased efficacy	http://purl.obolibrary.org/obo/PATO_0015004	pato.owl,mp.owl,zp.owl
decreased humidity	http://purl.obolibrary.org/obo/PATO_0015011	increased humidity	http://purl.obolibrary.org/obo/PATO_0015010	pato.owl
decreased degree of illumination	http://purl.obolibrary.org/obo/PATO_0015015	increased degree of illumination	http://purl.obolibrary.org/obo/PATO_0015014	pato.owl
decreased combustibility	http://purl.obolibrary.org/obo/PATO_0015023	increased combustibility	http://purl.obolibrary.org/obo/PATO_0015022	pato.owl
decreased porosity	http://purl.obolibrary.org/obo/PATO_0015025	increased porosity	http://purl.obolibrary.org/obo/PATO_0015024	pato.owl,mp.owl,zp.owl
decreased stability	http://purl.obolibrary.org/obo/PATO_0015028	increased stability	http://purl.obolibrary.org/obo/PATO_0015027	pato.owl,zp.owl
non-potable	http://purl.obolibrary.org/obo/PATO_0025001	potable	http://purl.obolibrary.org/obo/PATO_0025002	pato.owl
decreased width and length	http://purl.obolibrary.org/obo/PATO_0040030	increased width and length	http://purl.obolibrary.org/obo/PATO_0040031	hp.owl,pato.owl
north	http://purl.obolibrary.org/obo/PATO_0045091	south	http://purl.obolibrary.org/obo/PATO_0045093	pato.owl
east	http://purl.obolibrary.org/obo/PATO_0045092	west	http://purl.obolibrary.org/obo/PATO_0045094	pato.owl
large (value)	http://purl.obolibrary.org/obo/TXPO_0000286	small (value)	http://purl.obolibrary.org/obo/TXPO_0000287	txpo.owl
relative large (value)	http://purl.obolibrary.org/obo/TXPO_0001460	relative small (value)	http://purl.obolibrary.org/obo/TXPO_0001461	txpo.owl
